0,0
0.5,0
1.0,0
1.5,0
2.0,0
2.5,0
3.0,0
3.5,0
4.0,0
4.5,0
5.0,0
5.5,1
6.0,3
6.5,4
7.0,5
7.5,7
8.0,12
8.5,13
9.0,14
9.5,15
10.0,16
10.5,17
11.0,19
11.5,19
12.0,21
12.5,23
13.0,23
13.5,24
14.0,25
14.5,25
15.0,27
15.5,29
16.0,29
16.5,31
17.0,32
17.5,32
18.0,34
18.5,36
19.0,36
19.5,38
20.0,39
20.5,39
21.0,40
21.5,40
22.0,43
22.5,44
23.0,44
23.5,45
24.0,46
24.5,47
25.0,47
25.5,47
26.0,48
26.5,48
27.0,49
27.5,49
28.0,50
