0,0
0.5,0
1.0,0
1.5,0
2.0,0
2.5,1
3.0,1
3.5,3
4.0,5
4.5,5
5.0,7
5.5,8
6.0,8
6.5,10
7.0,10
7.5,11
8.0,13
8.5,13
9.0,15
9.5,16
10.0,16
10.5,17
11.0,18
11.5,18
12.0,19
12.5,20
